200	0.217852269
210	0.229882238
220	0.241970827
230	0.254059164
240	0.266085362
250	0.277985004
260	0.289691675
270	0.301137559
280	0.312254065
290	0.322972496
300	0.333224744
310	0.342944
320	0.352065475
330	0.360527115
340	0.368270296
350	0.375240505
360	0.381387977
370	0.38666828
380	0.391042859
390	0.394479498
400	0.396952715
410	0.398444082
420	0.398942449
430	0.398444082
440	0.396952715
450	0.394479498
460	0.391042859
470	0.38666828
480	0.381387977
490	0.375240505
500	0.368270296
510	0.360527115
520	0.352065475
530	0.342944
540	0.333224744
550	0.322972496
560	0.312254065
570	0.301137559
580	0.289691675
590	0.277985004
600	0.266085362
610	0.254059164
620	0.241970827
630	0.229882238
640	0.217852269
650	0.205936356
660	0.194186137
670	0.182649163
680	0.171368664
690	0.160383395
700	0.149727529
710	0.139430625
720	0.12951765
730	0.120009051
740	0.110920882
750	0.102264968
760	0.094049117
770	0.086277355
780	0.078950192
790	0.072064905
800	0.065615842
810	0.059594731
